ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF
30	cosine	24.0	12.0	0.0	308.29212551791665	43.81878416667904	84.0	56.0	404.604656599	240.391384684	164.213271915	1.68310797465	1.31703584108	0.4724051356437931	0.0006101492706621064	0.040269851863699024
31	cosine	24.0	8.0	20.0	2114.468406911833	297.6714264492522	80.0	92.0	2482.10883891	1057.33118465	1424.77765426	2.34752258795	1.15217699122	0.5248139330753153	0.00016351904726201873	0.010792257119293236
32	cosine	24.0	14.0	22.0	303.0440842998586	81.57421060004776	84.0	94.0	454.4549572	99.1468979074	355.308059293	4.58365281004	1.33651566891	0.44857791978537054	0.001066818689722777	0.07041003352170327
33	cosine	24.0	10.0	22.0	345.07462693409343	59.496622132209666	58.0	94.0	466.741018076	242.59290395	224.148114126	1.92396813953	1.30700051609	0.3633327228982952	0.006434369694368368	0.4246683998283123
34	cosine	24.0	8.0	18.0	308.3047005995525	38.84335795671934	80.0	58.0	381.150421347	240.1705056	140.979915747	1.58699928784	1.15214021353	0.31195233784197063	0.01635477579570562	1.079415202516571
35	cosine	24.0	18.0	0.0	765.7288737800933	118.49523377004829	56.0	74.0	1074.16635449	596.124982206	478.041372282	1.80191467654	1.27471377802	0.4752033992302252	0.0005704661112858879	0.0376507633448686
36	cosine	24.0	18.0	20.0	392.8686879913899	90.92856377858347	90.0	68.0	652.418406256	289.00529717	363.413109086	2.25746175812	1.38992402874	0.3912105029550162	0.003700585778126575	0.24423866135635394
37	cosine	24.0	8.0	10.0	235.49718165358732	39.61046862389313	80.0	94.0	328.865077807	176.692294095	152.172783712	1.86123044862	1.27565460431	0.32785350799604684	0.012400444227444124	0.8184293190113122
38	cosine	24.0	16.0	20.0	220.65764359953346	28.152508768114366	80.0	52.0	281.346597744	170.160950951	111.185646793	1.65341458291	1.25930346562	0.23531956447757144	0.053589721789768105	3.536921638124695
39	cosine	24.0	20.0	0.0	12022.114755701308	2094.197836853612	92.0	48.0	16654.3689713	9337.21114063	7317.15783064	1.78365560342	1.30439701382	0.4797570603007422	0.0005109551791713604	0.03372304182530978
40	cosine	24.0	10.0	2.0	90.36632793712272	14.104081470345765	58.0	68.0	118.466033422	62.1618580688	56.3041753528	1.90576725185	1.183235671	0.2983835297492112	0.020539183818460795	1.3555861320184124
41	cosine	24.0	18.0	4.0	455.63531148210944	71.38826278780205	92.0	52.0	668.386875492	370.907948569	297.478926923	1.80202898878	1.29437298682	0.5908744281477326	2.6146465280359888e-05	0.0017256667085037527
42	cosine	24.0	18.0	10.0	361.572284355228	71.09031608784196	92.0	80.0	544.877223107	274.641381435	270.235841672	1.98395893678	1.18093967507	0.5101338230592225	0.0002393648930400435	0.01579808294064287
43	cosine	24.0	4.0	8.0	100.03071648170027	16.346488315424924	52.0	92.0	136.04662159	65.8377703499	70.2088512399	2.06639169077	1.1978724572	0.2679120077936924	0.03331737652423981	2.1989468505998273
44	cosine	24.0	0.0	4.0	557.7568532150972	91.19917771689441	66.0	58.0	728.37351763	371.026316876	357.347200754	1.96313168231	1.28318989509	0.4752033992302252	0.0005704661112858879	0.0376507633448686
45	cosine	24.0	16.0	18.0	276.75039364522706	30.908153351993146	80.0	90.0	325.897487293	210.801414931	115.096072362	1.54599288339	1.16661165664	0.3290883655048249	0.012131343131205926	0.8006686466595911
46	cosine	24.0	18.0	10.0	81.22437082910092	17.39801789733342	90.0	84.0	117.359350602	54.5808634085	62.7784871939	2.15019227021	1.42208653321	0.5541741531075007	7.415431377647423e-05	0.004894184709247299
47	cosine	24.0	20.0	18.0	1279.81163134477	114.53675305168325	50.0	90.0	1529.68518438	1029.28927154	500.395912837	1.48615673618	1.11838041665	0.26990796132598543	0.032316077168031795	2.1328610930900984
48	cosine	24.0	10.0	20.0	228.4087535981552	45.07169071546924	62.0	92.0	306.780938352	118.411018497	188.369919855	2.59081411718	1.33927960249	0.4117897533284011	0.0024077842216612432	0.15891375862964205
49	cosine	24.0	18.0	14.0	551.1614818530369	112.02655910781878	92.0	62.0	840.675015141	393.346940146	447.328074995	2.13723542588	1.23323439898	0.5248139330753153	0.00016351904726201873	0.010792257119293236
50	cosine	24.0	18.0	22.0	2579.554438359849	159.77620160568839	66.0	92.0	2852.82033662	2179.31139968	673.508936942	1.30904667274	1.09107534278	0.24267330086749553	0.0483220815907642	3.189257384990437
51	cosine	24.0	18.0	20.0	747.0304507168192	127.06650795640213	66.0	92.0	968.283595109	441.085474963	527.198120146	2.1952289297	1.20356695351	0.19191458635529096	0.09444831922890234	6.233589069107555
52	cosine	24.0	22.0	10.0	726.0713058844673	52.31399888034943	94.0	58.0	864.636922187	634.369932154	230.266990033	1.36298534713	1.08279800866	0.3926929429304807	0.0035899625406177324	0.23693752768077034
53	cosine	24.0	22.0	16.0	633.2303814893445	66.78834443692757	94.0	58.0	774.835971182	501.638736779	273.197234403	1.54460952549	1.14537843893	0.44857791978537054	0.001066818689722777	0.07041003352170327
54	cosine	24.0	8.0	18.0	172.04030828340635	31.014902988205638	56.0	94.0	225.957366113	104.559188156	121.398177957	2.16104744211	1.26935506627	0.3161957034485937	0.015206079032130336	1.003601216120602
55	cosine	24.0	0.0	20.0	1474.50020890263	127.08696088009643	84.0	92.0	1793.48564782	1242.49742957	550.988218259	1.4434521997	1.14666733489	0.5709808285324411	4.6350349562625856e-05	0.0030591230711333067
56	cosine	24.0	8.0	14.0	319.24933744038805	51.40092371080503	80.0	62.0	436.678721369	223.485205686	213.193515683	1.95394912173	1.23241534314	0.36632248521988187	0.006073423898817913	0.40084597732198224
57	cosine	24.0	2.0	4.0	878.7659559663415	113.51965241938814	56.0	94.0	1079.4229324	618.49885764	460.924074755	1.7452302766	1.23031628547	0.1328558013140517	0.1815344721808798	11.981275163938069
58	cosine	24.0	8.0	16.0	55.39082388821771	12.526165821966318	56.0	88.0	86.9693676197	39.7986192884	47.1707483312	2.185235799	1.44119063218	0.5908744281477326	2.6146465280359888e-05	0.0017256667085037527
59	cosine	24.0	16.0	12.0	1079.57663426273	87.69125384829204	92.0	60.0	1319.47593501	951.234725993	368.241209015	1.387119182	1.08227250027	0.3192794918866443	0.014415405628774804	0.9514167714991371
60	cosine	24.0	6.0	16.0	334.34255831782457	35.98017090800919	78.0	88.0	434.775644128	281.346597744	153.429046384	1.54533819713	1.13094948647	0.43673327297875886	0.0013954236360342212	0.09209795997825859
61	cosine	24.0	8.0	20.0	23.778917933761864	4.435168921419879	56.0	94.0	39.7727707674	13.6634642992	26.1093064682	2.91088481636	1.10533954902	0.48811365803508344	0.0004164348470729981	0.027484699906817876
62	cosine	24.0	22.0	0.0	1561.2797727733962	127.3553087475007	94.0	50.0	1803.59688897	1334.64136834	468.955520625	1.35137193537	1.09587247078	0.224708584132122	0.06198051021301793	4.090713674059184
63	cosine	24.0	0.0	18.0	350.93816231892305	64.44945773366715	76.0	90.0	486.005884915	191.303732833	294.702152083	2.54049347454	1.21247242767	0.4604684101068074	0.0008097444212506255	0.05344313180254128
64	cosine	24.0	14.0	6.0	692.8048959362933	70.49719092462422	66.0	76.0	872.900638207	571.250127847	301.650510359	1.52805329164	1.15031038567	0.47343354801899074	0.0005952777123053525	0.03928832901215326
65	cosine	24.0	6.0	14.0	118.724969248501	19.100336527463774	70.0	90.0	164.365703975	77.6854726182	86.6802313567	2.11578430864	1.26526775751	0.42205316296266615	0.0019299973647081317	0.1273798260707367
66	cosine	24.0	18.0	20.0	764.963569130657	108.27628176867816	56.0	94.0	923.659213718	497.957091678	425.702122041	1.85489719728	1.1689048403	0.5905064195547414	2.642909261203651e-05	0.0017443201123944097
67	cosine	24.0	18.0	16.0	1272.0561161833914	146.51360284812836	92.0	62.0	1638.52366791	1041.37537921	597.148288699	1.57342270676	1.16627397051	0.3586693421794159	0.0070353044355588755	0.4643300927468858
68	cosine	24.0	20.0	6.0	659.8647151648088	98.85028455144372	92.0	76.0	901.134471723	458.541569894	442.592901829	1.96521870838	1.19871238166	0.6080953254650039	1.570262163376962e-05	0.001036373027828795
69	cosine	24.0	20.0	18.0	877.980216361621	74.91969901309692	92.0	62.0	1064.21916804	788.261892968	275.957275067	1.35008323697	1.12595449241	0.35430385173284484	0.007642194440630212	0.504384833081594
70	cosine	24.0	12.0	10.0	285.90372716872895	47.603481731912865	84.0	94.0	366.75844845	168.3219956	198.43645285	2.17890981593	1.23840940233	0.24356896907576145	0.04770981418984316	3.1488477365296483
71	cosine	24.0	12.0	22.0	197.45807483529373	34.832806741723815	76.0	90.0	285.526097786	142.624073415	142.902024371	2.00194883619	1.14879294858	0.42205316296266615	0.0019299973647081317	0.1273798260707367
72	cosine	24.0	8.0	14.0	234.73232323192425	35.345335140200994	56.0	64.0	319.588666697	165.270074358	154.318592339	1.93373584382	1.21267217628	0.4469134319682559	0.0011082524137469671	0.07314465930729983
73	cosine	24.0	18.0	20.0	56.06974230915116	11.70955197954785	56.0	76.0	92.1838305518	37.056926297	55.1269042548	2.48762754398	1.29602044886	0.3616851819772791	0.0066412775630506635	0.4383243191613438
74	cosine	24.0	20.0	8.0	1130.2731585138456	163.77710593644605	92.0	56.0	1675.54976775	904.286110382	771.263657365	1.85289782571	1.21123241077	0.32663244785806334	0.012671607032707451	0.8363260641586918
75	cosine	24.0	4.0	14.0	3485.0193932535162	292.52397903657794	76.0	90.0	3966.74045693	2783.47120142	1183.26925551	1.42510562168	1.09897794997	0.41180923783574996	0.0024067837772616878	0.15884772929927138
76	cosine	24.0	10.0	12.0	545.2555549367981	58.77214994221513	90.0	70.0	715.079011513	450.49062994	264.588381573	1.58733381782	1.15978977655	0.15499843486639364	0.1443173174082945	9.524942948947437
77	cosine	24.0	18.0	20.0	1968.1388254053206	447.1042234207327	62.0	92.0	3294.67012203	1318.79215117	1975.87797086	2.49824820318	1.37236344479	0.5176317066525749	0.0001972661493678024	0.013019565858274958
78	cosine	24.0	0.0	2.0	184.78460742962034	32.60216228325376	64.0	76.0	256.539940119	103.247654473	153.292285646	2.48470477541	1.18707629896	0.3425884971194647	0.009504204798824281	0.6272775167224026
79	cosine	24.0	10.0	12.0	408.64796232301205	72.8724508314381	56.0	92.0	628.804151849	293.957400374	334.846751475	2.13909958058	1.29122634497	0.5046733774770609	0.0002751448432875263	0.018159559656976736
80	cosine	24.0	14.0	2.0	1021.9662317592756	97.87262932326726	90.0	94.0	1216.95691577	795.232265694	421.724650077	1.53031632175	1.13283352937	0.36469098080459145	0.006268102368788777	0.41369475634005926
81	cosine	24.0	18.0	0.0	740.36601179804	69.42238492445549	66.0	78.0	878.388599218	645.745562724	232.643036495	1.36027043765	1.14972396519	0.32785350799604684	0.012400444227444124	0.8184293190113122
82	cosine	24.0	14.0	0.0	102.04965448724573	12.0133282789638	62.0	94.0	128.75271588	84.9535454603	43.79917042	1.51556612714	1.16451337376	0.48993838835364306	0.0003980811056498704	0.026273352972891448
83	cosine	24.0	18.0	6.0	1812.3657804576324	323.6488102257357	90.0	78.0	3059.86761343	1437.44834188	1622.41927154	2.12868005358	1.20125403112	0.7059252914201162	6.732140936764528e-07	4.443213018264589e-05
84	cosine	24.0	12.0	6.0	1858.451676361121	141.265302508687	64.0	56.0	2115.19579846	1644.8532147	470.342583769	1.28594805881	1.1381802326	0.3516695858110866	0.008030305253720312	0.5300001467455406
85	cosine	24.0	16.0	8.0	2541.6365368468123	417.5357000867848	64.0	58.0	3277.12369987	1830.33926942	1446.78443045	1.79044604168	1.26762264993	0.517473878067269	0.00019807608264072802	0.013073021454288049
86	cosine	24.0	4.0	0.0	16.0525261521366	54.13850495793095	76.0	48.0	275.691209778	4.74157110792	270.94963867	58.1434304164	1.0	0.27369027575198657	0.030486737927881424	2.012124703240174
87	cosine	24.0	22.0	16.0	3276.159879108572	622.9752122402331	94.0	62.0	4536.18313276	2101.21765198	2434.96548077	2.15883543929	1.24643954338	0.5809451748040044	3.48717065965283e-05	0.002301532635370868
88	cosine	24.0	22.0	14.0	4638.3536062641915	2176.1471616575136	70.0	76.0	11480.0024243	2096.73729148	9383.26513282	5.47517443932	1.82246677733	0.45593165617529463	0.0009002267306869742	0.059414964225340296
89	cosine	24.0	20.0	14.0	10467.269778964277	773.7949433608819	94.0	52.0	12041.4825389	9387.68346149	2653.79907742	1.28268945031	1.10855694522	0.33090248035317943	0.011745195424871588	0.7751828980415247
90	cosine	24.0	22.0	0.0	3112.257646366687	498.7190198871171	92.0	56.0	4791.53372581	2311.24426027	2480.28946554	2.07314034617	1.13196174953	0.3867934644897182	0.004048549572026775	0.26720427175376715
91	cosine	24.0	2.0	8.0	2003.9021908486854	198.52128133325982	92.0	56.0	2393.24558721	1585.5647477	807.680839511	1.5093963149	1.16597448646	0.5000540745148393	0.0003092403561969335	0.02040986350899761
92	cosine	24.0	0.0	2.0	5.280453641647701	0.17009314719595026	70.0	50.0	5.65653392182	4.74157110792	0.914962813902	1.19296616946	1.01662736114	0.23207607869383093	0.05605319139859437	3.6995106323072284
93	cosine	24.0	0.0	22.0	423.6765616573178	89.98465827174974	52.0	94.0	590.205236439	209.968244783	380.236991656	2.810926181	1.25723843014	0.27628104606408443	0.02928387041000692	1.9327354470604567
94	cosine	24.0	18.0	10.0	740.482406814713	130.17746573351687	92.0	62.0	1129.90364698	561.400221814	568.503425164	2.01265265505	1.19611532418	0.4807736030270371	0.0004984798211842407	0.03289966819815989
95	cosine	24.0	4.0	6.0	188.89738194970073	28.22171055980548	94.0	56.0	264.2811876	149.998165849	114.283021752	1.7618961279	1.12145445562	0.3204860134343379	0.014115833190008366	0.9316449905405522
96	cosine	24.0	22.0	4.0	152.61136542773065	19.368103246088744	66.0	76.0	190.27488411	109.559337042	80.715547068	1.73672905704	1.16734337399	0.5615142081155471	6.048926847787188e-05	0.0039922917195395445
97	cosine	24.0	18.0	20.0	1982.464479247653	201.78631361884695	66.0	76.0	2378.49226432	1635.3639503	743.128314024	1.45441157847	1.19702700082	0.13680266532960908	0.17449424180958856	11.516619959432845
98	cosine	24.0	2.0	6.0	432.6109636568771	78.54119993400597	72.0	58.0	612.095276622	302.176371895	309.918904727	2.02562256203	1.33886677736	0.3235644011566607	0.013375682598903569	0.8827950515276356
99	cosine	24.0	10.0	20.0	5.088989638365673	0.3143862156725691	82.0	64.0	6.11041909004	4.75487601449	1.35554307555	1.28508484163	1.02058617945	0.41914314178069395	0.0020558650145207705	0.13568709095837084
100	cosine	24.0	10.0	16.0	4.7712345548158615	0.13716199142880392	58.0	48.0	5.42860873367	4.74157110792	0.687037625751	1.14489661973	1.0	0.3447430008361511	0.009134616325073047	0.6028846774548211
101	cosine	24.0	16.0	8.0	6151.317104594302	603.6121712819438	64.0	56.0	7380.22529368	4775.73653165	2604.48876203	1.5453585525	1.15336445522	0.43673327297875886	0.0013954236360342212	0.09209795997825859
103	cosine	24.0	22.0	20.0	25645.421786208277	2365.547700531183	78.0	50.0	30357.1135949	19678.3349156	10678.7786793	1.54266678177	1.12707808799	0.17778875273088746	0.11177462552235967	7.3771252844757385
104	cosine	24.0	0.0	12.0	218.09954003167044	27.880669487869596	68.0	92.0	275.349382347	135.532974941	139.816407406	2.03160435656	1.11220553498	0.37644784246614765	0.004980681982243198	0.32872501082805106
105	cosine	24.0	2.0	22.0	35.856622825525726	9.185049689288649	50.0	90.0	57.2382379258	19.5624206442	37.6758172817	2.9259281848	1.20023291295	0.4265167106155982	0.0017504949338750207	0.11553266563575137
106	cosine	24.0	8.0	18.0	622.8510845999681	148.41692452469536	80.0	90.0	1042.94567556	390.757674854	652.188000705	2.66903439823	1.30109505866	0.5248139330753153	0.00016351904726201873	0.010792257119293236
107	cosine	24.0	22.0	20.0	6.19877347371148	5.531283274070511	76.0	48.0	31.9485866499	4.74157110792	27.207015542	6.73797480259	1.00500681871	0.31033560252704906	0.016811580195466393	1.1095642929007818
108	cosine	24.0	18.0	14.0	119.0634669499223	30.896724669661314	92.0	86.0	196.993055894	65.6790850863	131.313970807	2.99932704048	1.38438043021	0.5321539880833617	0.00013466915543836825	0.008888164258932305
109	cosine	24.0	20.0	18.0	21641.8161065877	1307.2763863513226	92.0	62.0	24597.6642114	18635.9715081	5961.69270328	1.31990243711	1.05169756223	0.46843061874950387	0.000670907632150844	0.044279903721955706
110	cosine	24.0	14.0	22.0	14171.626525807558	1053.662599051724	82.0	70.0	16060.4528594	11889.5783241	4170.87453528	1.35080087969	1.11737135508	0.4383421338668357	0.0013459286953868396	0.08883129389553142
111	cosine	24.0	16.0	22.0	6.01579358129345	1.796480895648651	60.0	92.0	11.6139481317	4.9229045058	6.69104362588	2.35916583757	1.18109942449	0.4265167106155982	0.0017504949338750207	0.11553266563575137
113	cosine	24.0	14.0	20.0	115.07567508033151	15.325412982732237	56.0	92.0	149.093741359	90.0604066369	59.0333347224	1.65548598909	1.20317247664	0.34865261288220245	0.00849599441162096	0.5607356311669833
114	cosine	24.0	4.0	14.0	228.70800120097672	1074.102726894585	76.0	48.0	5379.9237181	4.74157110792	5375.182147	1134.6289227	1.0	0.382450855295707	0.004418916022581919	0.2916484574904067
115	cosine	24.0	20.0	8.0	222.71756362536487	47.4552472476083	92.0	56.0	374.896534422	189.100513591	185.796020831	1.98252520473	1.11792964241	0.27942876118712934	0.02787572227432679	1.839797670105568
116	cosine	24.0	18.0	20.0	51.24667844383534	10.119986400642322	56.0	78.0	76.0991718319	28.3584265717	47.7407452603	2.68347651939	1.19503091764	0.2731092190440679	0.030762062328506853	2.030296113681452
117	cosine	24.0	0.0	22.0	199.77277984045782	44.00442795735246	64.0	90.0	274.265451059	123.038315018	151.227136042	2.2291060392	1.40561029638	0.14366614395332392	0.16267072585061332	10.73626790614048
118	cosine	24.0	22.0	20.0	4.906172227973107	0.2417868370770893	94.0	64.0	6.05059871978	4.74157110792	1.30902761185	1.27607465586	1.0078274281	0.19190282412029688	0.09446187176878001	6.234483536739481
119	cosine	24.0	8.0	6.0	4.768180320015317	0.06815056028052817	62.0	92.0	5.07437291243	4.7418642775	0.332508634928	1.07012192156	1.00174761868	0.19523860588528633	0.09067556890797257	5.984587547926189
120	cosine	24.0	12.0	14.0	347.1835303069763	26.877542144406025	60.0	62.0	408.66208795	304.411631736	104.250456213	1.34246541638	1.1070809793	0.2983835297492112	0.020539183818460795	1.3555861320184124
121	cosine	24.0	4.0	6.0	3017.264108242594	251.16917908190587	76.0	90.0	3461.79783333	2505.80376678	955.994066556	1.38151194408	1.10770280479	0.3573234862428825	0.0072177043070196685	0.47636848426329814
122	cosine	24.0	6.0	2.0	1175.9444802942737	111.5871399827124	78.0	64.0	1477.95500884	963.690264794	514.264744041	1.53364111149	1.10985008778	0.21732929326170847	0.06839659818714178	4.514175480351358
123	cosine	24.0	0.0	22.0	35430.47486277123	4566.0270542070275	48.0	90.0	41573.6069868	23911.4567217	17662.1502651	1.73864802428	1.12633093282	0.37919263685900656	0.004716372902970083	0.3112806115960255
124	cosine	24.0	16.0	18.0	4439.780790587208	369.36442558134587	56.0	92.0	4960.21119268	3242.34198913	1717.86920354	1.52982356867	1.09152353364	0.2741210810333553	0.030283928184273303	1.998739260162038
125	cosine	24.0	12.0	6.0	4.762731206655427	0.07038116073363129	84.0	48.0	5.01390757657	4.74157110792	0.272336468645	1.05743591363	1.0	0.30845426390603	0.01735684412592685	1.145551712311172
126	cosine	24.0	18.0	16.0	13248.130579484308	733.0941379601187	92.0	84.0	15005.5987524	11723.594927	3282.00382544	1.27994858624	1.0713809139	0.19668790350924317	0.08906609236780133	5.878362096274888
127	cosine	24.0	18.0	20.0	533.4112307599288	83.27562381783999	56.0	94.0	775.848008139	360.000549759	415.84745838	2.15513006482	1.14994200908	0.2107500519942626	0.07453868752723498	4.919553376797509
128	cosine	24.0	14.0	20.0	398.962733540438	66.59120259327415	84.0	94.0	514.195580694	263.531260999	250.664319695	1.9511748957	1.27844046561	0.5761943181316399	3.996081409096288e-05	0.00263741373000355
129	cosine	24.0	18.0	14.0	11.043303974089099	2.3575456382328612	66.0	58.0	17.092820236	8.22818217013	8.8646380659	2.0773507298	1.35115515959	0.3046122828339243	0.01851739807192879	1.2221482727473
130	cosine	24.0	20.0	18.0	5.145366028922626	0.8173215738264944	94.0	76.0	7.78569910907	4.7494798139	3.03621929517	1.63927407087	1.00472107295	0.2583465585551994	0.03847661585264555	2.539456646274606
131	cosine	24.0	20.0	16.0	17544.170287479752	1076.2595132631418	94.0	56.0	20519.9110285	15870.7776868	4649.13334167	1.29293670628	1.03836740411	0.17037504464696343	0.12172837576696155	8.034072800619462
132	cosine	24.0	4.0	6.0	4207.752706995348	364.881802402635	76.0	56.0	4703.80446433	3202.31200993	1501.49245439	1.46887762646	1.11233540545	0.37642477038981315	0.004982958526023601	0.3288752627175577
133	cosine	24.0	18.0	20.0	492.05684594539645	79.74081010830629	66.0	94.0	643.719362676	316.754893417	326.964469259	2.03223178569	1.16726490805	0.5609810985770043	6.13957271428162e-05	0.004052117991425869
134	cosine	24.0	14.0	20.0	2276.600440403006	330.53643625643787	84.0	92.0	2939.25665997	1562.10422273	1377.15243724	1.88160086709	1.21740674476	0.517473878067269	0.00019807608264072802	0.013073021454288049
135	cosine	24.0	12.0	8.0	7347.618217761909	502.9353235815759	86.0	56.0	8322.03719	6179.15741962	2142.87977038	1.34679158093	1.105994613	0.4751453732944536	0.0005712641868030669	0.037703436329002415
136	cosine	24.0	8.0	22.0	152.02889323766456	28.18088936760365	80.0	92.0	198.426791038	67.2090470967	131.217743941	2.95238215106	1.19150043203	0.45423988167265356	0.0009362824376808947	0.06179464088693905
