ID	Waveform	Period	Phase	Nadir	Tau	P
-0.18926839237705415	cosine	24.0	12.0	4.0	0.36033308310628126	0.006815453874930347
0.6144062999081433	cosine	24.0	2.0	10.0	0.3499559916811736	0.008291978169918663
0.6177063933486606	cosine	24.0	14.0	16.0	0.35430385173284484	0.007642194440630212
0.6530448587890145	cosine	24.0	10.0	12.0	0.16576862763845066	0.12821813932553655
-0.38171004576887013	cosine	24.0	18.0	20.0	0.3395411912439763	0.010049245916082774
3.2727813104902967	cosine	24.0	16.0	22.0	0.38239429227605354	0.0044239335465011175
-1.4938120184462829	cosine	24.0	12.0	14.0	0.4236309372982628	0.0018647196863375262
0.48342769053539236	cosine	24.0	0.0	18.0	0.32785350799604684	0.012400444227444124
1.246310461049434	cosine	24.0	20.0	22.0	0.32785350799604684	0.012400444227444124
-1.2196213255969546	cosine	24.0	10.0	8.0	0.2983835297492112	0.020539183818460795
-0.7520375260889722	cosine	24.0	2.0	0.0	0.4088959481748449	0.002560614606221767
-0.40238862354161314	cosine	24.0	4.0	2.0	0.28364854062579337	0.02607689362942387
0.8295794567387336	cosine	24.0	22.0	0.0	0.20997359500870416	0.07529048637923798
-2.0034305147126097	cosine	24.0	18.0	16.0	0.38825031885400685	0.003930673389220724
-0.4293901411702487	cosine	24.0	18.0	14.0	0.29727222782587787	0.020918889760707993
0.9629972443265981	cosine	24.0	20.0	18.0	0.3100158702662392	0.016903200710028324
0.4321380038124067	cosine	24.0	20.0	18.0	0.2731092190440679	0.030762062328506853
-1.3429272728647883	cosine	24.0	8.0	10.0	0.28364854062579337	0.02607689362942387
-0.6438082679241915	cosine	24.0	14.0	12.0	0.40152845361313605	0.0029900564410862453
-0.4831223579965769	cosine	24.0	14.0	12.0	0.26154605694066657	0.03668290960514206
-0.6652026294400875	cosine	24.0	2.0	6.0	0.25738077364734374	0.03903189065418176
1.2401734987902504	cosine	24.0	2.0	22.0	0.24267330086749553	0.0483220815907642
-0.030526734829851215	cosine	24.0	6.0	8.0	0.3499559916811736	0.008291978169918663
-1.5446854556216378	cosine	24.0	6.0	4.0	0.15840113307674175	0.139090076569109
-0.7839230888525078	cosine	24.0	4.0	2.0	0.2983835297492112	0.020539183818460795
1.0210160130915193	cosine	24.0	6.0	8.0	0.28364854062579337	0.02607689362942387
0.5407051916756549	cosine	24.0	0.0	22.0	0.20260610044699526	0.0827141103030547
0.8777678984036168	cosine	24.0	20.0	22.0	0.26154605694066657	0.03668290960514206
0.12438187523952615	cosine	24.0	14.0	10.0	0.3077108875847008	0.01757642110804049
0.6419877581599808	cosine	24.0	14.0	12.0	0.3204860134343379	0.014115833190008366
0.813464183205581	cosine	24.0	2.0	0.0	0.3204860134343379	0.014115833190008366
-0.26095951659961264	cosine	24.0	2.0	4.0	0.27628104606408443	0.02928387041000692
0.18331371065149807	cosine	24.0	20.0	4.0	0.31195233784197063	0.01635477579570562
-1.885095307623872	cosine	24.0	8.0	10.0	0.4236309372982628	0.0018647196863375262
0.08253905307029147	cosine	24.0	14.0	10.0	0.3296902366978937	0.01200202793833976
2.3060928700780354	cosine	24.0	6.0	18.0	0.2752520628017388	0.029756812538456148
-0.7451814017264777	cosine	24.0	18.0	16.0	0.4178312955285979	0.0021150055896341437
-1.4719934904983285	cosine	24.0	14.0	16.0	0.28049054928850214	0.02741363646522646
0.07121417116676473	cosine	24.0	16.0	2.0	0.40445550144582587	0.0028122218604653615
1.0469425452222492	cosine	24.0	10.0	4.0	0.4073730529465734	0.002644516177854241
-2.3961426285730805	cosine	24.0	18.0	20.0	0.2952532097773707	0.02162395005989455
-0.28364415791659736	cosine	24.0	12.0	10.0	0.15103363851503282	0.15057309273890357
0.3515047155349596	cosine	24.0	20.0	22.0	0.3720584753663004	0.005430836150817805
-1.644202669190001	cosine	24.0	0.0	2.0	0.3720584753663004	0.005430836150817805
0.002684659298562373	cosine	24.0	8.0	2.0	0.1985508825279509	0.08702857063002639
-2.721049264437026	cosine	24.0	0.0	16.0	0.18787111132357742	0.09919213877373323
0.9331207167117563	cosine	24.0	2.0	20.0	0.3235644011566607	0.013375682598903569
-1.873550241928694	cosine	24.0	8.0	10.0	0.2983835297492112	0.020539183818460795
-0.49564088462419076	cosine	24.0	6.0	12.0	0.5201779290122323	0.00018461989223307273
-1.4424307464255284	cosine	24.0	10.0	12.0	0.19523860588528633	0.09067556890797257
-0.4068728541673165	cosine	24.0	12.0	14.0	0.2541785623789577	0.040919829260890266
-1.6462451608745925	cosine	24.0	4.0	0.0	0.3573234862428825	0.0072177043070196685
1.7613299975881973	cosine	24.0	14.0	20.0	0.38535288792243433	0.004168210334027312
-0.20225796477187835	cosine	24.0	16.0	18.0	0.39564556302265463	0.003378433371147737
0.8553775739894115	cosine	24.0	10.0	8.0	0.23944357325553983	0.05058223589567321
2.8261207116989158	cosine	24.0	22.0	0.0	0.32785350799604684	0.012400444227444124
0.5536592438053706	cosine	24.0	2.0	4.0	0.37942596992800925	0.004694491835707916
0.12176022017577356	cosine	24.0	22.0	0.0	0.20997359500870416	0.07529048637923798
1.2886329179044134	cosine	24.0	22.0	20.0	0.23944357325553983	0.05058223589567321
1.0807934950071547	cosine	24.0	4.0	6.0	0.2689135515023755	0.032811789040382046
1.3688472547902732	cosine	24.0	14.0	20.0	0.2458918427695533	0.04615084821555857
1.4992379623467202	cosine	24.0	16.0	18.0	0.34387885384212036	0.009281315096840078
0.6073361522680558	cosine	24.0	2.0	0.0	0.2541785623789577	0.040919829260890266
-1.1101243681860533	cosine	24.0	18.0	20.0	0.28049054928850214	0.02741363646522646
-0.9981095894506545	cosine	24.0	14.0	18.0	0.42205316296266615	0.0019299973647081317
0.20834942156161265	cosine	24.0	12.0	8.0	0.2124670414275315	0.07289658589843155
-0.5074359635063104	cosine	24.0	10.0	20.0	0.3413125578741561	0.009729191976092375
2.0540062371456265	cosine	24.0	8.0	6.0	0.3499559916811736	0.008291978169918663
1.5831417295061272	cosine	24.0	12.0	10.0	0.3867934644897182	0.004048549572026775
-0.22993873221457964	cosine	24.0	14.0	18.0	0.17249129268908964	0.11882559898325235
-0.6509516483310369	cosine	24.0	4.0	20.0	0.28259211780978516	0.026517864644015943
0.2818540079408633	cosine	24.0	16.0	12.0	0.1538554437923504	0.1461025192525654
-0.17457870534442008	cosine	24.0	2.0	0.0	0.24681106781724876	0.04554533424377086
-0.6306224890401648	cosine	24.0	0.0	20.0	0.3204860134343379	0.014115833190008366
-1.9873724115526503	cosine	24.0	18.0	20.0	0.22143990733302804	0.06476208627439409
0.40070845609641925	cosine	24.0	20.0	22.0	0.32785350799604684	0.012400444227444124
2.240070683497405	cosine	24.0	22.0	20.0	0.2173410895704131	0.0683859475317161
-0.9097977990280035	cosine	24.0	0.0	10.0	0.1845332561108567	0.10323755908592297
0.3831376417988701	cosine	24.0	18.0	20.0	0.21405857708859377	0.07139933215686703
-1.4911879323690076	cosine	24.0	18.0	20.0	0.3616851819772791	0.0066412775630506635
0.26319352117916733	cosine	24.0	2.0	8.0	0.3088569283768125	0.017238887161647665
1.947709981011072	cosine	24.0	6.0	4.0	0.20997359500870416	0.07529048637923798
0.38252577707667795	cosine	24.0	8.0	6.0	0.2541785623789577	0.040919829260890266
0.4417906635448577	cosine	24.0	4.0	6.0	0.16576862763845066	0.12821813932553655
-0.5082053208066325	cosine	24.0	10.0	6.0	0.31503733728909844	0.015512560718579184
-1.635803135375263	cosine	24.0	2.0	0.0	0.23944357325553983	0.05058223589567321
-0.6073305716686319	cosine	24.0	10.0	6.0	0.19048769231433857	0.09610287952344321
-0.05949921486000725	cosine	24.0	10.0	12.0	0.3499559916811736	0.008291978169918663
1.4597769203857414	cosine	24.0	14.0	4.0	0.272088246427192	0.0312508191139719
-1.699295180772688	cosine	24.0	0.0	22.0	0.224708584132122	0.06198051021301793
-1.6293555734408685	cosine	24.0	14.0	8.0	0.22711994083632678	0.059988929747551704
0.23242806879063277	cosine	24.0	20.0	0.0	0.2983835297492112	0.020539183818460795
-0.22571433730142712	cosine	24.0	18.0	20.0	0.45764247515492457	0.0008650668306068227
0.36751402663144517	cosine	24.0	0.0	22.0	0.224708584132122	0.06198051021301793
-0.20437160268110938	cosine	24.0	4.0	6.0	0.2173410895704131	0.0683859475317161
0.10215312469105466	cosine	24.0	8.0	6.0	0.16576862763845066	0.12821813932553655
0.6904065090810132	cosine	24.0	12.0	14.0	0.3057510243109201	0.018166718113862217
0.035974584531647154	cosine	24.0	14.0	12.0	0.16576862763845066	0.12821813932553655
-1.4222408133807551	cosine	24.0	8.0	6.0	0.1731361222001596	0.11795090932869162
0.3957067599167664	cosine	24.0	20.0	14.0	0.29727222782587787	0.020918889760707993
0.7986726352201576	cosine	24.0	14.0	12.0	0.3573234862428825	0.0072177043070196685
-0.15725624199807445	cosine	24.0	14.0	18.0	0.2532318977775997	0.04149193177995398
-0.059472397279786975	cosine	24.0	22.0	18.0	0.25002703725741965	0.04347701138065798
-0.9968444882798938	cosine	24.0	14.0	16.0	0.17715192586642242	0.11260606365924808
-0.3465107909409103	cosine	24.0	4.0	6.0	0.2173410895704131	0.0683859475317161
0.47726680490539203	cosine	24.0	8.0	6.0	0.1731361222001596	0.11795090932869162
0.6890474300038235	cosine	24.0	0.0	22.0	0.20997359500870416	0.07529048637923798
1.9399013711363728	cosine	24.0	12.0	16.0	0.1538554437923504	0.1461025192525654
1.1658464901611523	cosine	24.0	14.0	16.0	0.3690665122217134	0.00575805764378841
1.802483000383043	cosine	24.0	16.0	14.0	0.35430385173284484	0.007642194440630212
0.7850696098823656	cosine	24.0	20.0	0.0	0.2689135515023755	0.032811789040382046
1.3807473786195996	cosine	24.0	22.0	2.0	0.20590461891787498	0.07932505515945215
0.23370313828958791	cosine	24.0	6.0	16.0	0.3046122828339243	0.01851739807192879
-0.5192302598763547	cosine	24.0	18.0	0.0	0.3941609590514271	0.003483349956988493
0.34122306765803934	cosine	24.0	20.0	22.0	0.3204860134343379	0.014115833190008366
1.1125632745400535	cosine	24.0	2.0	16.0	0.24267330086749553	0.0483220815907642
0.51040241189549	cosine	24.0	16.0	12.0	0.45423988167265356	0.0009362824376808947
0.4517702832422061	cosine	24.0	18.0	20.0	0.2583465585551994	0.03847661585264555
0.11224214810920166	cosine	24.0	8.0	10.0	0.24681106781724876	0.04554533424377086
0.016016804287485656	cosine	24.0	20.0	18.0	0.1845332561108567	0.10323755908592297
-1.4988549060192262	cosine	24.0	20.0	2.0	0.3235644011566607	0.013375682598903569
-1.2647261548490203	cosine	24.0	2.0	4.0	0.36469098080459145	0.006268102368788777
-0.8745590890227875	cosine	24.0	2.0	0.0	0.3057510243109201	0.018166718113862217
-0.3262264697970995	cosine	24.0	4.0	6.0	0.224708584132122	0.06198051021301793
-0.5687597525724042	cosine	24.0	14.0	16.0	0.22143990733302804	0.06476208627439409
-0.23186645565845596	cosine	24.0	0.0	22.0	0.20260610044699526	0.0827141103030547
1.4712862125291568	cosine	24.0	14.0	10.0	0.47621923078584644	0.0005566604935384616
-0.5967383231046085	cosine	24.0	10.0	8.0	0.31311851887262904	0.016031910355278088
1.0942429189354759	cosine	24.0	16.0	2.0	0.25738077364734374	0.03903189065418176
0.3571667911468342	cosine	24.0	0.0	20.0	0.41626344273655386	0.002187709194618986
0.40502336252843746	cosine	24.0	18.0	20.0	0.21405857708859377	0.07139933215686703
-0.5541176902783279	cosine	24.0	20.0	18.0	0.1845332561108567	0.10323755908592297
0.14545878990521482	cosine	24.0	10.0	8.0	0.2173410895704131	0.0683859475317161
0.637371603842164	cosine	24.0	20.0	22.0	0.28364854062579337	0.02607689362942387
1.6636613333559873	cosine	24.0	4.0	6.0	0.26154605694066657	0.03668290960514206
-1.5051087813775874	cosine	24.0	12.0	10.0	0.3204860134343379	0.014115833190008366
1.4714685574027868	cosine	24.0	4.0	14.0	0.38239429227605354	0.0044239335465011175
0.261056623116955	cosine	24.0	0.0	12.0	0.39859183319945046	0.003178592823322213
0.28563318378881547	cosine	24.0	0.0	22.0	0.23944357325553983	0.05058223589567321
-1.7098867403569575	cosine	24.0	6.0	2.0	0.26473451003726783	0.034964025382031784
-0.4722371652586557	cosine	24.0	14.0	16.0	0.2509652283107651	0.042888118888463896
0.887431912509647	cosine	24.0	18.0	16.0	0.3290883655048249	0.012131343131205926
-0.8299259284632573	cosine	24.0	20.0	0.0	0.3867934644897182	0.004048549572026775
0.2920093824963338	cosine	24.0	4.0	18.0	0.319292392850017	0.014412173665151762
-0.8391769466640573	cosine	24.0	2.0	22.0	0.2132583553077991	0.07214917198900778
-0.6094675850117655	cosine	24.0	16.0	12.0	0.26375218935831496	0.03548639977917875
0.2855042519106475	cosine	24.0	6.0	22.0	0.16118189349674802	0.13491510064665357
0.6086480199444165	cosine	24.0	12.0	10.0	0.29101603518750224	0.023169067299739072
0.5034168506219852	cosine	24.0	18.0	10.0	0.2899321728178315	0.023578911023083498
0.5395077482658346	cosine	24.0	2.0	6.0	0.4191629742256741	0.0020549825603631638
-0.12940859358027582	cosine	24.0	14.0	12.0	0.28364854062579337	0.02607689362942387
3.194547534311641	cosine	24.0	14.0	0.0	0.37942596992800925	0.004694491835707916
0.7456641046905609	cosine	24.0	16.0	2.0	0.3529793467163571	0.007835221812399042
-1.3068830453442422	cosine	24.0	22.0	2.0	0.45593165617529463	0.0009002267306869742
-2.080129801599193	cosine	24.0	16.0	14.0	0.24358389806633082	0.04769966180633572
0.42610227860160754	cosine	24.0	20.0	0.0	0.3352210025577558	0.010868624632020605
-0.5647363640751304	cosine	24.0	6.0	8.0	0.18787111132357742	0.09919213877373323
-0.3053392874725625	cosine	24.0	6.0	4.0	0.31311851887262904	0.016031910355278088
-0.5305827881812359	cosine	24.0	6.0	2.0	0.26473451003726783	0.034964025382031784
-0.5011280712907589	cosine	24.0	14.0	20.0	0.28259211780978516	0.026517864644015943
-0.046969625138254055	cosine	24.0	22.0	6.0	0.27840508876711023	0.028327345676766758
-0.0754891738490974	cosine	24.0	0.0	22.0	0.15840113307674175	0.139090076569109
-0.3518014137626213	cosine	24.0	14.0	12.0	0.41626344273655386	0.002187709194618986
1.0417353887744054	cosine	24.0	10.0	8.0	0.14366614395332392	0.16267072585061332
0.8632970256117216	cosine	24.0	0.0	2.0	0.4236309372982628	0.0018647196863375262
-1.5786388835803646	cosine	24.0	16.0	18.0	0.3216931213361771	0.01382149916799702
0.3835887326632928	cosine	24.0	2.0	4.0	0.2541785623789577	0.040919829260890266
-0.5534704510567388	cosine	24.0	22.0	2.0	0.3529793467163571	0.007835221812399042
-0.8970147977394811	cosine	24.0	2.0	4.0	0.3057510243109201	0.018166718113862217
0.6100561031687765	cosine	24.0	18.0	0.0	0.29101603518750224	0.023169067299739072
-0.10476324930596737	cosine	24.0	8.0	6.0	0.3352210025577558	0.010868624632020605
0.10085410776176058	cosine	24.0	0.0	22.0	0.41626344273655386	0.002187709194618986
-0.041931100868911074	cosine	24.0	8.0	0.0	0.4207358239327533	0.0019860827842088013
-1.1153199518041539	cosine	24.0	4.0	6.0	0.2983835297492112	0.020539183818460795
-0.3925397706911103	cosine	24.0	20.0	18.0	0.19191458635529096	0.09444831922890234
-1.2048360341015545	cosine	24.0	16.0	10.0	0.2490992899495197	0.04406574993045694
0.10033621553678324	cosine	24.0	16.0	4.0	0.36768681949620535	0.005914759289857825
-1.3587276405188853	cosine	24.0	12.0	6.0	0.24177284024512205	0.04894394450731348
0.013721175095051016	cosine	24.0	6.0	4.0	0.29101603518750224	0.023169067299739072
-0.3499365508555984	cosine	24.0	20.0	12.0	0.26057195278564604	0.03722162304887712
-0.6068581153598627	cosine	24.0	4.0	12.0	0.24267330086749553	0.0483220815907642
1.0187483651573985	cosine	24.0	10.0	2.0	0.1805036167618685	0.10827938255929248
0.12338823525695328	cosine	24.0	0.0	2.0	0.40152845361313605	0.0029900564410862453
1.2097508761896874	cosine	24.0	22.0	8.0	0.30038443788030317	0.01987023624788583
0.8772346646316136	cosine	24.0	20.0	18.0	0.24358389806633082	0.04769966180633572
2.3168679879891783	cosine	24.0	0.0	2.0	0.41626344273655386	0.002187709194618986
-0.7798038247230487	cosine	24.0	12.0	14.0	0.20260610044699526	0.0827141103030547
1.3284742264724372	cosine	24.0	14.0	18.0	0.12845096264081143	0.18959838881223168
0.7065602528716539	cosine	24.0	14.0	16.0	0.22882123757746228	0.05861420943696903
-1.1181738464371629	cosine	24.0	10.0	12.0	0.15840113307674175	0.139090076569109
-0.7086707085933016	cosine	24.0	4.0	20.0	0.31195233784197063	0.01635477579570562
0.8060518378020992	cosine	24.0	6.0	8.0	0.19523860588528633	0.09067556890797257
0.5085575799958629	cosine	24.0	8.0	20.0	0.4147131079546198	0.0022618207224501226
-0.37054949720824704	cosine	24.0	14.0	16.0	0.1550079351331196	0.14430254111594104
0.794832423644287	cosine	24.0	6.0	10.0	0.23444639054072441	0.05424431461757581
-0.3942357808168973	cosine	24.0	10.0	6.0	0.37364893492427953	0.005263710294693397
0.8203049434019308	cosine	24.0	2.0	0.0	0.2689135515023755	0.032811789040382046
1.5438475780247354	cosine	24.0	14.0	10.0	0.2930579881759055	0.022413223470489428
-0.09094668633933418	cosine	24.0	2.0	0.0	0.20260610044699526	0.0827141103030547
0.4485311381288771	cosine	24.0	22.0	18.0	0.24267330086749553	0.0483220815907642
-0.32101273839305905	cosine	24.0	2.0	22.0	0.3529793467163571	0.007835221812399042
-0.18037164864514252	cosine	24.0	4.0	0.0	0.44573342098338953	0.001138513936955571
-0.5193245771055253	cosine	24.0	6.0	8.0	0.44573342098338953	0.001138513936955571
0.3189126331413868	cosine	24.0	18.0	16.0	0.3290883655048249	0.012131343131205926
-1.6060266670182866	cosine	24.0	6.0	4.0	0.23207607869383093	0.05605319139859437
-0.7951733543909879	cosine	24.0	12.0	10.0	0.36469098080459145	0.006268102368788777
-1.402085214281601	cosine	24.0	20.0	22.0	0.14366614395332392	0.16267072585061332
2.2622071813911693	cosine	24.0	10.0	6.0	0.4322605325594606	0.0015418834458715692
1.516583649899146	cosine	24.0	16.0	4.0	0.33091813754658483	0.011741909652740369
-0.3006777112925119	cosine	24.0	16.0	22.0	0.3235644011566607	0.013375682598903569
-0.6312976192310532	cosine	24.0	10.0	12.0	0.3057510243109201	0.018166718113862217
-1.4809359932810515	cosine	24.0	2.0	4.0	0.2541785623789577	0.040919829260890266
0.9233682935261451	cosine	24.0	20.0	22.0	0.20260610044699526	0.0827141103030547
-0.4705033668277751	cosine	24.0	18.0	22.0	0.3971017650559018	0.0032782919758639786
2.4250935749237765	cosine	24.0	6.0	10.0	0.19048769231433857	0.09610287952344321
0.6576623861369948	cosine	24.0	12.0	18.0	0.1978141420187362	0.0878301350644845
1.4801191623412984	cosine	24.0	14.0	16.0	0.2878718795329364	0.024374796195956446
0.4158014440499466	cosine	24.0	16.0	6.0	0.23855178776150696	0.051220920739073736
0.8075339368768897	cosine	24.0	12.0	0.0	0.2878718795329364	0.024374796195956446
0.690509990005875	cosine	24.0	20.0	0.0	0.2983835297492112	0.020539183818460795
1.4101324978270304	cosine	24.0	16.0	22.0	0.272088246427192	0.0312508191139719
0.4464823787852906	cosine	24.0	12.0	16.0	0.2930579881759055	0.022413223470489428
0.5728951558426617	cosine	24.0	20.0	22.0	0.11419616570648823	0.21716939068017532
-0.05946295147674836	cosine	24.0	18.0	16.0	0.2773216563242906	0.02881195020498228
0.8756505631674665	cosine	24.0	8.0	22.0	0.4029547337418701	0.0029021736212107687
1.156989526766713	cosine	24.0	8.0	4.0	0.4514133829948516	0.0009994933486162745
0.014116075965378458	cosine	24.0	8.0	14.0	0.2564257396539173	0.03958738267049287
0.7055089415173204	cosine	24.0	22.0	20.0	0.15103363851503282	0.15057309273890357
0.43963642782878404	cosine	24.0	18.0	16.0	0.24034543548105186	0.04994280222373064
-1.1676782390878007	cosine	24.0	10.0	12.0	0.31311851887262904	0.016031910355278088
1.6691172436159223	cosine	24.0	10.0	12.0	0.18787111132357742	0.09919213877373323
1.718011705140483	cosine	24.0	22.0	2.0	0.3162106647667366	0.015202154824326483
0.5436941904675885	cosine	24.0	18.0	12.0	0.4469134319682559	0.0011082524137469671
0.7923088609381655	cosine	24.0	8.0	6.0	0.20997359500870416	0.07529048637923798
-0.39691080792755595	cosine	24.0	18.0	20.0	0.13286394439981683	0.1815197663058417
0.2893880092890128	cosine	24.0	18.0	16.0	0.19597397046916537	0.08985625322931617
0.08515865366024263	cosine	24.0	18.0	14.0	0.26057195278564604	0.03722162304887712
1.1051114148324026	cosine	24.0	6.0	4.0	0.26154605694066657	0.03668290960514206
-0.2664144623200973	cosine	24.0	4.0	6.0	0.2541785623789577	0.040919829260890266
-0.8453307027798089	cosine	24.0	0.0	16.0	0.32785350799604684	0.012400444227444124
0.1429277302301382	cosine	24.0	6.0	8.0	0.2983835297492112	0.020539183818460795
0.8433110821180915	cosine	24.0	14.0	8.0	0.18316124260994093	0.1049347021149013
0.15829508506908102	cosine	24.0	0.0	20.0	0.23207607869383093	0.05605319139859437
0.05618669967547897	cosine	24.0	8.0	10.0	0.23944357325553983	0.05058223589567321
-0.8374109855617339	cosine	24.0	22.0	20.0	0.23944357325553983	0.05058223589567321
1.221671096855026	cosine	24.0	22.0	20.0	0.31311851887262904	0.016031910355278088
-1.4258036726866812	cosine	24.0	16.0	12.0	0.2930579881759055	0.022413223470489428
0.6812811062893556	cosine	24.0	8.0	6.0	0.45310091554509846	0.0009612986159937434
2.6541308339541914	cosine	24.0	20.0	2.0	0.3015031919868884	0.01950433652444874
0.6032969717469977	cosine	24.0	8.0	4.0	0.2532318977775997	0.04149193177995398
1.8759900873551862	cosine	24.0	6.0	8.0	0.15103363851503282	0.15057309273890357
